om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
619389,2020,08,09,2020-08-09,10:58:00,3,ND,38,0,0,0,0,0,50000,48.6700,-97.9747,48.6702,-97.9684,0.2900,40,1,1,1,19,0,0,0,0
619390,2020,08,09,2020-08-09,13:02:00,3,ND,38,0,1,0,0,225000,15000,46.3662,-98.5613,46.3658,-98.5431,0.8700,100,1,1,1,45,0,0,0,0
619391,2020,08,09,2020-08-09,13:13:00,3,ND,38,0,-9,0,0,0,0,46.3700,-98.5100,46.3630,-98.4641,2.2400,100,1,1,1,45,0,0,0,0
619392,2020,08,09,2020-08-09,13:13:00,3,MN,27,0,1,0,0,0,0,48.1100,-96.4400,48.0200,-96.0253,22.0000,200,1,1,1,113,0,0,0,0
619393,2020,08,09,2020-08-09,13:17:00,3,ND,38,0,1,0,0,0,0,46.8500,-97.8400,46.8432,-97.7800,2.8700,150,1,1,1,3,0,0,0,0
619394,2020,08,09,2020-08-09,13:19:00,3,ND,38,0,-9,0,0,0,0,46.3872,-98.4691,46.3852,-98.4635,0.3000,50,1,1,1,45,0,0,0,0
619395,2020,08,09,2020-08-09,13:40:00,3,ND,38,0,0,0,0,0,0,47.4000,-97.1700,47.4000,-97.1342,2.0000,40,1,1,1,97,0,0,0,0
619396,2020,08,09,2020-08-09,14:20:00,3,MN,27,0,1,0,0,0,0,48.3400,-95.3400,48.3400,-95.3400,0.2500,100,1,1,1,7,0,0,0,0
619397,2020,08,09,2020-08-09,16:15:00,3,FL,12,0,0,0,0,20000,0,27.4500,-82.6900,27.4494,-82.6927,0.1700,100,1,1,1,81,0,0,0,0
619398,2020,08,09,2020-08-09,18:44:00,3,WI,55,0,1,0,0,0,0,46.0266,-89.4719,46.0507,-89.3479,6.1800,400,1,1,1,125,0,0,0,0
619399,2020,08,09,2020-08-09,19:28:00,3,WI,55,0,1,0,0,0,0,45.9060,-89.4044,45.9017,-89.2832,5.8900,250,1,1,1,125,0,0,0,0
619400,2020,08,09,2020-08-09,20:12:00,3,WI,55,0,1,0,0,70000,0,45.9820,-88.7410,45.9890,-88.6480,4.5900,250,2,0,1,0,37,0,0,0
619400,2020,08,09,2020-08-09,20:12:00,3,WI,55,0,1,0,0,0,0,45.9820,-88.7410,45.9899,-88.6695,3.5600,250,2,1,2,41,37,0,0,0
619400,2020,08,09,2020-08-09,20:20:00,3,MI,26,0,0,0,0,70000,0,45.9899,-88.6695,45.9890,-88.6480,1.0300,250,2,1,2,71,0,0,0,0
619401,2020,08,09,2020-08-09,20:56:00,3,MI,26,0,1,0,0,100000,0,46.0242,-88.2304,46.0272,-88.1513,3.8000,250,1,1,1,71,0,0,0,0
619402,2020,08,10,2020-08-10,10:30:00,3,IA,19,0,-9,0,0,0,500,42.0016,-93.0701,41.9977,-93.0508,1.0300,50,1,1,1,127,0,0,0,0
619403,2020,08,10,2020-08-10,10:36:00,3,IA,19,0,-9,0,0,0,500,42.1250,-93.0684,42.1223,-93.0609,0.4200,50,1,1,1,127,0,0,0,0
619404,2020,08,10,2020-08-10,10:39:00,3,IA,19,0,1,0,0,20000,1500,42.0907,-92.9778,42.0790,-92.9238,2.8800,100,1,1,1,127,0,0,0,0
619405,2020,08,10,2020-08-10,11:01:00,3,IA,19,0,-9,0,0,0,1000,42.1598,-92.6208,42.1450,-92.5999,1.4800,40,1,1,1,171,0,0,0,0
619406,2020,08,10,2020-08-10,11:31:00,3,IA,19,0,-9,0,0,0,0,41.9063,-91.7290,41.9030,-91.7121,0.9200,40,1,1,1,113,0,0,0,0
619407,2020,08,10,2020-08-10,11:32:00,3,WI,55,0,0,0,0,15000,0,42.6940,-90.8312,42.6947,-90.8204,0.5500,50,1,1,1,43,0,0,0,0
619408,2020,08,10,2020-08-10,13:12:00,3,IL,17,0,0,0,0,0,0,42.2119,-89.6884,42.2697,-89.6446,4.5900,50,1,1,1,177,0,0,0,0
619409,2020,08,10,2020-08-10,13:37:00,3,IL,17,0,0,0,0,0,0,42.2495,-89.1332,42.2620,-89.1073,1.5800,50,1,1,1,201,0,0,0,0
619410,2020,08,10,2020-08-10,13:47:00,3,IL,17,0,1,0,0,0,0,42.2806,-89.0220,42.3692,-88.8891,9.1800,300,1,1,1,201,7,0,0,0
619411,2020,08,10,2020-08-10,13:50:00,3,IL,17,0,0,0,0,0,0,42.0962,-88.9266,42.1244,-88.8101,6.2800,40,1,1,1,37,0,0,0,0
619412,2020,08,10,2020-08-10,13:59:00,3,IL,17,0,1,0,0,0,0,41.3534,-88.8448,41.3523,-88.8275,0.9000,150,1,1,1,99,0,0,0,0
619413,2020,08,10,2020-08-10,14:05:00,3,IL,17,0,1,0,0,0,0,42.1808,-88.6548,42.2233,-88.5587,5.7300,200,1,1,1,111,0,0,0,0
619414,2020,08,10,2020-08-10,14:12:00,3,IL,17,0,1,0,0,0,0,41.9173,-88.5605,41.9179,-88.5370,1.2100,40,1,1,1,89,0,0,0,0
619415,2020,08,10,2020-08-10,14:15:00,3,IL,17,0,1,0,0,0,0,41.6212,-88.4550,41.5658,-88.1865,14.4500,250,1,1,1,93,197,0,0,0
619416,2020,08,10,2020-08-10,14:35:00,3,IL,17,0,1,0,0,0,0,41.8673,-88.1038,41.8685,-88.0970,0.3600,100,1,1,1,43,0,0,0,0
619417,2020,08,10,2020-08-10,14:38:00,3,WI,55,0,0,0,0,12000,0,42.5568,-88.4463,42.5933,-88.4047,3.2900,50,1,1,1,127,0,0,0,0
619418,2020,08,10,2020-08-10,14:39:00,3,IL,17,0,1,0,0,0,0,41.8851,-88.0166,41.9004,-87.9803,2.1500,200,1,1,1,43,0,0,0,0
619419,2020,08,10,2020-08-10,14:41:00,3,IL,17,0,1,0,0,250000,0,42.4750,-88.1895,42.5465,-88.1143,6.2500,150,2,0,1,0,0,0,0,0
619419,2020,08,10,2020-08-10,14:41:00,3,IL,17,0,1,0,0,0,0,42.4750,-88.1895,42.4954,-88.1691,1.7500,150,2,1,2,97,0,0,0,0
619419,2020,08,10,2020-08-10,14:45:00,3,WI,55,0,1,0,0,250000,0,42.4954,-88.1691,42.5465,-88.1143,4.5000,150,2,1,2,59,0,0,0,0
619420,2020,08,10,2020-08-10,14:54:00,3,IL,17,0,1,0,0,0,0,41.6180,-87.7868,41.6182,-87.6931,4.8400,300,1,1,1,31,0,0,0,0
619421,2020,08,10,2020-08-10,14:57:00,3,IL,17,0,0,0,0,0,0,41.4693,-87.7017,41.4801,-87.6665,1.9700,350,1,1,1,31,0,0,0,0
619422,2020,08,10,2020-08-10,14:59:00,3,IL,17,0,1,0,0,0,0,42.0087,-87.7240,42.0168,-87.6628,3.1900,300,1,1,1,31,0,0,0,0
619423,2020,08,10,2020-08-10,15:04:00,3,IL,17,0,0,0,0,0,0,41.2431,-87.6638,41.2369,-87.6368,1.4700,150,1,1,1,91,0,0,0,0
619424,2020,08,10,2020-08-10,15:05:00,3,NY,36,0,1,0,0,75000,10000,43.2800,-73.4140,43.2600,-73.4250,1.5000,100,1,1,1,115,0,0,0,0
619425,2020,08,10,2020-08-10,15:15:00,3,IN,18,0,0,0,0,0,0,40.8507,-87.4421,40.8502,-87.4256,0.8600,40,1,1,1,111,0,0,0,0
619426,2020,08,10,2020-08-10,16:32:00,3,IN,18,0,1,0,0,0,0,41.5076,-86.1222,41.5072,-86.0756,2.4100,100,1,1,1,141,0,0,0,0
619427,2020,08,10,2020-08-10,16:55:00,3,IN,18,0,1,0,0,0,0,41.3434,-85.7130,41.3230,-85.6598,3.1000,100,1,1,1,85,0,0,0,0
619428,2020,08,10,2020-08-10,17:43:00,3,IN,18,0,0,0,0,0,0,41.1390,-85.9672,41.1396,-85.9628,0.2300,50,1,1,1,85,0,0,0,0
619429,2020,08,11,2020-08-11,17:52:00,3,WY,56,0,0,0,0,0,0,43.1176,-108.5544,43.1153,-108.5524,0.1900,20,1,1,1,13,0,0,0,0
619430,2020,08,13,2020-08-13,18:25:00,3,NE,31,0,0,0,0,0,0,42.6600,-100.0600,42.6600,-100.0600,0.1000,10,1,1,1,17,0,0,0,0
619431,2020,08,13,2020-08-13,19:04:00,3,MN,27,0,1,0,0,0,0,48.0700,-96.0400,48.0988,-96.0067,2.0000,120,1,1,1,113,0,0,0,0
619432,2020,08,13,2020-08-13,19:44:00,3,MN,27,0,0,0,0,0,0,47.4200,-96.2700,47.4200,-96.2700,0.1000,30,1,1,1,107,0,0,0,0
619433,2020,08,14,2020-08-14,14:30:00,3,CA,06,0,1,0,0,0,0,39.7313,-120.1284,39.7301,-120.1209,0.4300,137,1,1,1,35,0,0,0,0
619434,2020,08,14,2020-08-14,14:37:00,3,MN,27,0,0,0,0,0,0,45.9700,-96.1900,45.9793,-96.1000,4.0000,50,1,1,1,51,0,0,0,0
619435,2020,08,14,2020-08-14,14:38:00,3,MN,27,0,0,0,0,0,0,45.9700,-96.2400,45.9700,-96.2400,0.4000,30,1,1,1,51,0,0,0,0
619436,2020,08,14,2020-08-14,14:39:00,3,MN,27,0,0,0,0,0,0,45.9500,-96.1200,45.9500,-96.1200,1.0000,40,1,1,1,51,0,0,0,0
619437,2020,08,14,2020-08-14,14:42:00,3,MN,27,0,2,0,0,0,0,45.9100,-96.0800,46.0332,-95.8645,13.4000,150,1,1,1,51,0,0,0,0
619438,2020,08,14,2020-08-14,14:50:00,3,MN,27,0,1,0,0,0,0,45.8500,-95.8500,45.8567,-95.8159,1.7100,150,1,1,1,51,0,0,0,0
619439,2020,08,14,2020-08-14,15:17:00,3,MN,27,0,0,0,0,2000,0,45.7443,-95.6223,45.7569,-95.6053,1.2000,75,1,1,1,121,0,0,0,0
619440,2020,08,14,2020-08-14,15:30:00,3,KS,20,0,-9,0,0,0,0,38.4062,-101.9196,38.3967,-101.9390,1.2400,50,1,1,1,71,0,0,0,0
619441,2020,08,14,2020-08-14,15:34:00,3,MN,27,0,0,0,0,10000,0,43.6655,-95.6660,43.6658,-95.6657,0.0300,10,1,1,1,105,0,0,0,0
619442,2020,08,14,2020-08-14,15:45:00,3,MN,27,0,0,0,0,0,0,45.8545,-95.2105,45.8609,-95.2019,0.6100,50,1,1,1,41,0,0,0,0
619443,2020,08,14,2020-08-14,15:49:00,3,KS,20,0,-9,0,0,0,0,38.3221,-101.9928,38.3032,-101.9872,1.3400,100,1,1,1,71,0,0,0,0
619444,2020,08,14,2020-08-14,15:53:00,3,MN,27,0,1,0,0,25000,0,46.1500,-94.6929,46.2277,-94.6415,5.9100,200,1,1,1,153,97,0,0,0
619445,2020,08,14,2020-08-14,15:57:00,3,MN,27,0,0,0,0,10000,0,45.8278,-95.0473,45.8326,-95.0260,1.0800,125,1,1,1,153,0,0,0,0
619446,2020,08,14,2020-08-14,16:12:00,3,NE,31,0,0,0,0,1000,25000,40.8413,-97.8645,40.8117,-97.8724,2.0900,30,1,1,1,81,0,0,0,0
619447,2020,08,14,2020-08-14,16:34:00,3,NE,31,0,0,0,0,30000,40000,40.7091,-97.8805,40.6986,-97.8841,0.7500,35,1,1,1,81,0,0,0,0
619448,2020,08,14,2020-08-14,16:36:00,3,NE,31,0,0,0,0,30000,40000,40.6986,-97.8841,40.6815,-97.8907,1.2300,35,1,1,1,35,0,0,0,0
619449,2020,08,14,2020-08-14,16:37:00,3,MN,27,0,0,0,0,100000,0,45.2072,-94.9860,45.2476,-94.8633,6.5900,50,1,1,1,67,0,0,0,0
619450,2020,08,14,2020-08-14,16:41:00,3,MN,27,0,0,0,0,50000,0,46.0678,-94.2940,46.1213,-94.2048,5.6500,200,1,1,1,97,0,0,0,0
619451,2020,08,14,2020-08-14,16:44:00,3,MN,27,0,0,0,0,100000,0,44.7670,-94.3406,44.7728,-94.2974,2.1600,300,1,1,1,85,0,0,0,0
619452,2020,08,14,2020-08-14,16:45:00,3,MN,27,0,0,0,0,0,0,45.1899,-94.8422,45.2545,-94.7236,7.3100,85,1,1,1,67,93,0,0,0
619453,2020,08,14,2020-08-14,16:47:00,3,MN,27,0,0,0,0,0,0,45.7759,-94.4501,45.7809,-94.4239,1.3100,65,1,1,1,97,0,0,0,0
619454,2020,08,14,2020-08-14,16:49:00,3,MN,27,0,1,0,0,250000,0,45.2463,-94.8289,45.2448,-94.7575,3.5000,50,1,1,1,67,93,0,0,0
619455,2020,08,14,2020-08-14,16:50:00,3,MN,27,0,1,0,0,250000,0,44.7853,-94.2479,44.8105,-94.2131,2.4400,250,1,1,1,85,0,0,0,0
619456,2020,08,14,2020-08-14,16:53:00,3,NE,31,0,0,0,0,0,0,40.5867,-97.9215,40.5851,-97.9213,0.1100,25,1,1,1,35,0,0,0,0
619457,2020,08,14,2020-08-14,17:09:00,3,MN,27,0,0,0,0,0,0,45.9745,-93.8804,45.9843,-93.8209,2.9400,150,1,1,1,97,0,0,0,0
619458,2020,08,14,2020-08-14,17:27:00,3,MN,27,0,0,0,0,0,0,45.0452,-94.5504,45.0544,-94.5359,0.9500,25,1,1,1,93,0,0,0,0
619459,2020,08,14,2020-08-14,17:49:00,3,MN,27,0,0,0,0,50000,0,44.8404,-93.7498,44.8444,-93.7494,0.2800,75,1,1,1,19,0,0,0,0
619460,2020,08,14,2020-08-14,17:57:00,3,MN,27,0,1,0,0,0,0,46.5300,-93.1800,46.5500,-93.1700,1.5000,100,1,1,1,1,0,0,0,0
619461,2020,08,14,2020-08-14,18:10:00,3,MN,27,0,1,0,0,0,0,46.4200,-92.8400,46.4600,-92.8500,2.7000,150,1,1,1,17,0,0,0,0
619462,2020,08,14,2020-08-14,18:12:00,3,MN,27,0,0,0,0,0,0,46.5400,-93.0100,46.5600,-92.9900,2.0000,100,1,1,1,17,0,0,0,0
619463,2020,08,14,2020-08-14,18:32:00,3,MN,27,0,0,0,0,1000,0,45.1378,-93.6570,45.1410,-93.6503,0.3900,65,1,1,1,53,0,0,0,0
619464,2020,08,14,2020-08-14,18:55:00,3,MN,27,0,0,0,0,250000,0,45.0351,-93.3680,45.0351,-93.3598,0.4000,50,1,1,1,53,0,0,0,0
619465,2020,08,15,2020-08-15,15:04:00,3,CA,06,0,1,0,0,0,0,39.7239,-120.1303,39.7226,-120.1299,0.0900,20,1,1,1,35,0,0,0,0
619466,2020,08,15,2020-08-15,15:41:00,3,CA,06,0,-9,0,0,0,0,39.7310,-120.1009,39.7615,-120.0565,3.1600,156,1,1,1,35,0,0,0,0
619467,2020,08,15,2020-08-15,16:30:00,3,NM,35,0,0,0,0,0,0,35.2075,-106.7432,35.2075,-106.7431,0.0100,20,1,1,1,1,0,0,0,0
619468,2020,08,15,2020-08-15,17:33:00,3,CO,08,0,0,0,0,0,0,40.1100,-103.2800,40.1100,-103.2800,0.0100,50,1,1,1,121,0,0,0,0
619469,2020,08,15,2020-08-15,17:47:00,3,CO,08,0,0,0,0,0,0,40.1000,-103.4000,40.1000,-103.4000,0.0100,50,1,1,1,121,0,0,0,0
619470,2020,08,15,2020-08-15,17:52:00,3,CO,08,0,0,0,0,0,0,40.0500,-103.3500,40.0500,-103.3500,0.0100,50,1,1,1,121,0,0,0,0
619471,2020,08,16,2020-08-16,13:46:00,3,TX,48,0,1,0,0,90000,0,35.5512,-100.5965,35.5247,-100.5984,1.8300,200,1,1,1,179,0,0,0,0
619472,2020,08,16,2020-08-16,14:48:00,3,FL,12,0,0,0,0,0,0,28.3646,-80.6749,28.3607,-80.6694,0.4300,15,1,1,1,9,0,0,0,0
619473,2020,08,16,2020-08-16,18:45:00,3,CO,08,0,-9,0,0,0,0,37.9400,-103.9000,37.9400,-103.9000,0.1000,10,1,1,1,89,0,0,0,0
619474,2020,08,18,2020-08-18,13:48:00,3,FL,12,0,0,0,0,40000,0,28.9492,-81.2660,28.9491,-81.2652,0.0500,70,1,1,1,127,0,0,0,0
619475,2020,08,18,2020-08-18,13:48:00,3,FL,12,0,2,1,0,8010000,0,29.0349,-81.3410,29.0549,-81.2686,4.5900,550,1,1,1,127,0,0,0,0
619476,2020,08,19,2020-08-19,07:57:00,3,NJ,34,0,0,0,0,0,0,40.3220,-74.1283,40.3179,-74.1061,1.2000,70,1,1,1,25,0,0,0,0
619477,2020,08,19,2020-08-19,12:20:00,3,FL,12,0,0,0,0,0,0,25.9670,-80.1187,25.9746,-80.1188,0.5000,160,1,1,1,86,0,0,0,0
619478,2020,08,21,2020-08-21,15:03:00,3,SD,46,0,0,0,0,0,0,45.7000,-97.4400,45.7003,-97.4382,0.0900,10,1,1,1,91,0,0,0,0
619479,2020,08,22,2020-08-22,10:45:00,3,NH,33,0,0,0,0,0,0,43.5666,-71.2714,43.5560,-71.2444,1.5400,50,1,1,1,1,0,0,0,0
619480,2020,08,22,2020-08-22,12:05:00,3,NH,33,0,0,0,0,5000,0,43.7500,-71.1500,43.7383,-71.1278,1.6500,50,1,1,1,3,0,0,0,0
619481,2020,08,23,2020-08-23,11:13:00,3,AL,01,0,-9,0,0,0,0,34.5500,-86.5500,34.5511,-86.5483,0.1200,50,1,1,1,89,0,0,0,0
619482,2020,08,26,2020-08-26,12:55:00,3,LA,22,0,0,0,0,0,0,29.9900,-91.0500,29.9904,-91.0506,0.0500,10,1,1,1,7,0,0,0,0
619483,2020,08,27,2020-08-27,12:11:00,3,NY,36,0,1,0,0,0,0,42.2162,-74.5152,42.2162,-74.5152,0.2500,25,1,1,1,39,0,0,0,0
619484,2020,08,27,2020-08-27,13:24:00,3,CT,09,0,0,0,0,0,0,41.7000,-73.4990,41.6930,-73.4960,0.5100,75,1,1,1,5,0,0,0,0
619485,2020,08,27,2020-08-27,13:36:00,3,CT,09,0,0,0,0,0,0,41.5771,-73.1886,41.5770,-73.1875,0.0600,20,1,1,1,5,0,0,0,0
619486,2020,08,27,2020-08-27,13:53:00,3,CT,09,0,1,0,0,500000,0,41.4459,-72.9875,41.3487,-72.8280,11.1000,500,1,1,1,9,0,0,0,0
619487,2020,08,27,2020-08-27,16:15:00,3,NY,36,0,1,0,0,25000,0,41.5050,-74.2602,41.5131,-74.2142,2.6000,600,1,1,1,71,0,0,0,0
619488,2020,08,27,2020-08-27,17:29:00,3,AR,05,0,0,0,0,3000,0,34.9600,-90.8700,34.9900,-90.8800,2.1500,60,1,1,1,123,0,0,0,0
619489,2020,08,27,2020-08-27,17:45:00,3,AR,05,0,0,0,0,20000,5000,35.3051,-91.1835,35.3171,-91.2003,1.2600,50,1,1,1,147,0,0,0,0
619490,2020,08,27,2020-08-27,18:13:00,3,AR,05,0,1,0,0,30000,0,35.3800,-90.9900,35.4100,-91.0000,2.1500,80,1,1,1,37,0,0,0,0
619491,2020,08,27,2020-08-27,19:31:00,3,AR,05,0,1,0,0,15000,0,35.8300,-90.9000,35.8700,-90.9400,3.5600,70,1,1,1,31,0,0,0,0
619492,2020,08,27,2020-08-27,19:55:00,3,AR,05,0,0,0,0,0,0,35.6100,-90.3800,35.6200,-90.3900,0.8900,60,1,1,1,111,0,0,0,0
619493,2020,08,27,2020-08-27,20:13:00,3,AR,05,0,1,0,0,50000,0,35.8100,-90.4700,35.8700,-90.5000,4.4700,120,1,1,1,31,0,0,0,0
619494,2020,08,27,2020-08-27,20:24:00,3,AR,05,0,1,0,0,35000,0,35.9500,-90.5600,35.9600,-90.5700,0.8900,50,1,1,1,31,0,0,0,0
619495,2020,08,27,2020-08-27,21:07:00,3,AR,05,0,2,0,0,200000,0,36.3076,-90.8089,36.4237,-91.0134,14.0200,100,1,1,1,121,0,0,0,0
619496,2020,08,27,2020-08-27,23:56:00,3,SD,46,0,0,0,0,0,0,44.8777,-98.4811,44.9042,-98.4799,1.8300,40,1,1,1,115,0,0,0,0
619497,2020,08,27,2020-08-27,23:56:00,3,SD,46,0,1,0,0,0,0,44.8688,-98.5052,44.9043,-98.4763,2.8300,40,1,1,1,115,0,0,0,0
619498,2020,08,28,2020-08-28,00:26:00,3,SD,46,0,-9,0,0,0,33000,44.4357,-97.6567,44.4350,-97.6494,0.3600,25,1,1,1,77,0,0,0,0
619499,2020,08,28,2020-08-28,00:27:00,3,SD,46,0,1,0,0,75000,0,44.3302,-97.5791,44.3311,-97.5669,0.6100,25,1,1,1,77,0,0,0,0
619500,2020,08,28,2020-08-28,01:08:00,3,SD,46,0,0,0,0,0,0,44.7182,-96.8500,44.7199,-96.8496,0.1200,50,1,1,1,39,0,0,0,0
619501,2020,08,28,2020-08-28,01:09:00,3,SD,46,0,0,0,0,0,0,44.7460,-96.8165,44.7543,-96.8073,0.7300,30,1,1,1,39,0,0,0,0
619502,2020,08,28,2020-08-28,01:09:00,3,SD,46,0,0,0,0,0,0,44.7740,-96.7732,44.7765,-96.7708,0.2100,20,1,1,1,39,0,0,0,0
619503,2020,08,28,2020-08-28,01:11:00,3,SD,46,0,1,0,0,0,0,44.7740,-96.7732,44.7870,-96.7704,0.9100,40,1,1,1,39,0,0,0,0
619504,2020,08,28,2020-08-28,05:33:00,3,MS,28,0,0,0,0,0,1000,34.3900,-89.5200,34.4000,-89.5050,1.1000,50,1,1,1,71,0,0,0,0
619505,2020,08,28,2020-08-28,15:02:00,3,AL,01,0,1,0,0,0,0,34.2030,-87.4283,34.2670,-87.2974,8.7500,325,1,1,1,133,0,0,0,0
619506,2020,08,28,2020-08-28,15:36:00,3,AL,01,0,1,0,0,0,0,34.1684,-87.4100,34.1698,-87.3654,2.5600,100,1,1,1,133,0,0,0,0
619507,2020,08,28,2020-08-28,16:27:00,3,AL,01,0,1,0,0,0,0,34.2436,-87.1019,34.2865,-87.0201,5.5600,115,1,1,1,43,0,0,0,0
619508,2020,08,28,2020-08-28,16:28:00,3,TN,47,0,0,0,0,5000,0,35.5535,-85.9032,35.5650,-85.8804,1.5300,65,1,1,1,177,0,0,0,0
619509,2020,08,28,2020-08-28,16:58:00,3,AL,01,0,0,0,0,0,0,34.3062,-86.7245,34.3085,-86.7221,0.2200,40,1,1,1,43,103,0,0,0
619510,2020,08,28,2020-08-28,18:24:00,3,TN,47,0,0,0,0,15000,0,36.0753,-85.6405,36.1018,-85.6137,2.3800,50,1,1,1,141,0,0,0,0
619511,2020,08,29,2020-08-29,15:26:00,3,NY,36,0,1,1,0,35000,20000,42.9390,-73.7000,42.9380,-73.6950,0.2600,50,1,1,1,91,0,0,0,0
619512,2020,08,29,2020-08-29,15:42:00,3,NY,36,0,1,0,0,45000,30000,42.9160,-73.5950,42.8982,-73.5596,2.1700,100,1,1,1,83,0,0,0,0
619513,2020,08,29,2020-08-29,16:56:00,3,NY,36,0,0,0,0,0,0,43.2677,-73.8351,43.2699,-73.8263,0.4700,100,1,1,1,113,0,0,0,0
619514,2020,08,30,2020-08-30,17:03:00,3,SD,46,0,2,0,1,0,0,44.7090,-98.9875,44.7146,-98.9901,1.6000,300,1,1,1,59,0,0,0,0
619515,2020,08,31,2020-08-31,15:30:00,3,MI,26,0,1,0,0,150000,0,45.7392,-87.1611,45.7482,-87.1588,0.6100,200,1,1,1,41,0,0,0,0
619516,2020,09,01,2020-09-01,12:59:00,3,AR,05,0,1,0,0,100000,0,35.1823,-92.6047,35.1971,-92.5526,3.2000,100,1,1,1,29,0,0,0,0
619517,2020,09,01,2020-09-01,13:13:00,3,AR,05,0,0,0,0,0,0,35.2258,-92.4889,35.2520,-92.4421,3.2000,50,1,1,1,45,0,0,0,0
619518,2020,09,01,2020-09-01,14:07:00,3,AR,05,0,2,0,0,50000,0,35.4311,-92.0367,35.4598,-91.9504,5.3000,150,1,1,1,23,0,0,0,0
619519,2020,09,01,2020-09-01,15:14:00,3,MO,29,0,0,0,0,0,2000,36.1800,-89.8800,36.1948,-89.8472,2.1000,50,1,1,1,155,0,0,0,0
619520,2020,09,01,2020-09-01,15:28:00,3,TN,47,0,0,0,0,5000,0,35.8616,-87.1367,35.8640,-87.0875,2.8000,25,1,1,1,187,0,0,0,0
619521,2020,09,01,2020-09-01,16:24:00,3,TN,47,0,0,0,0,0,2000,36.3290,-89.4981,36.3517,-89.4729,2.1000,50,1,1,1,95,0,0,0,0
619522,2020,09,01,2020-09-01,18:10:00,3,TX,48,0,-9,0,0,0,0,34.5706,-100.8394,34.5706,-100.8394,0.0100,30,1,1,1,191,0,0,0,0
619523,2020,09,03,2020-09-03,15:57:00,3,MD,24,0,0,0,0,1250000,0,38.9480,-76.5695,38.9233,-76.4615,6.0500,100,1,1,1,3,0,0,0,0
619524,2020,09,05,2020-09-05,16:17:00,3,CA,06,0,2,0,0,0,0,37.3500,-119.3400,37.5218,-119.3056,12.0200,50,1,1,1,39,0,0,0,0
619525,2020,09,05,2020-09-05,18:29:00,3,CA,06,0,1,0,0,0,0,37.2500,-119.2000,37.2598,-119.1838,1.1200,25,1,1,1,19,0,0,0,0
619526,2020,09,07,2020-09-07,15:14:00,3,OH,39,0,0,0,0,25000,0,40.2966,-82.9889,40.2703,-82.9386,3.2100,150,1,1,1,41,0,0,0,0
619527,2020,09,16,2020-09-16,06:53:00,3,FL,12,0,0,0,0,1000,0,30.5095,-85.0401,30.6300,-85.1300,9.9200,50,1,1,1,13,63,0,0,0
619528,2020,09,16,2020-09-16,14:30:00,3,GA,13,0,0,0,0,0,0,31.0400,-83.4573,31.0644,-83.4816,2.2200,50,1,1,1,75,0,0,0,0
619529,2020,09,16,2020-09-16,14:40:00,3,GA,13,0,0,0,0,0,0,30.7453,-83.7287,30.7881,-83.7334,2.9700,50,1,1,1,27,0,0,0,0
619530,2020,09,16,2020-09-16,14:46:00,3,GA,13,0,0,0,0,0,0,30.9234,-83.4349,30.9984,-83.4497,5.2600,50,1,1,1,27,0,0,0,0
619531,2020,09,16,2020-09-16,15:06:00,3,GA,13,0,0,0,0,0,0,30.9228,-83.7527,30.9542,-83.7654,2.3000,50,1,1,1,275,0,0,0,0
619532,2020,09,16,2020-09-16,17:33:00,3,GA,13,0,1,0,0,40000,0,31.2128,-82.4029,31.2149,-82.4018,0.1600,200,1,1,1,299,0,0,0,0
619533,2020,09,17,2020-09-17,00:54:00,3,GA,13,0,1,0,0,0,0,32.2805,-81.3024,32.3180,-81.3126,2.6600,150,1,1,1,103,0,0,0,0
619534,2020,09,17,2020-09-17,05:58:00,3,SC,45,0,-9,0,0,0,0,33.7171,-80.6010,33.7868,-80.6868,6.9000,150,1,1,1,85,17,79,0,0
619535,2020,09,17,2020-09-17,05:59:00,3,SC,45,0,-9,0,0,0,0,33.7242,-80.5725,33.7586,-80.5860,2.5000,100,1,1,1,85,0,0,0,0
619536,2020,09,17,2020-09-17,07:13:00,3,SC,45,0,1,0,0,0,0,33.2219,-80.6329,33.2300,-80.6291,0.6000,150,1,1,1,35,0,0,0,0
619537,2020,09,17,2020-09-17,07:49:00,3,SC,45,0,0,0,0,0,0,33.3859,-80.4847,33.3886,-80.4825,0.2300,100,1,1,1,75,0,0,0,0
619538,2020,09,17,2020-09-17,08:17:00,3,SC,45,0,0,0,0,0,0,33.5259,-80.4363,33.5392,-80.4341,0.9300,100,1,1,1,27,0,0,0,0
619539,2020,09,17,2020-09-17,09:14:00,3,SC,45,0,0,0,0,0,0,33.7297,-80.2981,33.7378,-80.2945,0.6000,25,1,1,1,27,0,0,0,0
619540,2020,09,17,2020-09-17,09:43:00,3,SC,45,0,0,0,0,0,0,33.8747,-80.2788,33.9583,-80.2592,5.8800,50,1,1,1,85,0,0,0,0
619541,2020,09,17,2020-09-17,10:06:00,3,SC,45,0,0,0,0,0,0,33.6498,-80.5875,33.6639,-80.5828,1.0100,25,1,1,1,17,0,0,0,0
619542,2020,09,17,2020-09-17,10:45:00,3,SC,45,0,0,0,0,0,0,33.6548,-80.7178,33.6580,-80.7138,0.3200,25,1,1,1,17,0,0,0,0
619543,2020,09,17,2020-09-17,11:19:00,3,SC,45,0,0,0,0,0,0,33.7507,-80.5047,33.8248,-80.4419,6.2600,25,1,1,1,85,0,0,0,0
